id	emotion
34896_0124_A_1165	0.0735442191362381,0.0666150152683258,0.11939852684736252,0.09524277597665787,0.0682685598731041,0.1929958015680313
34896_0124_A_1166	0.06740692257881165,0.06441295146942139,0.11417768150568008,0.10224806517362595,0.078543521463871,0.1898718774318695
34896_0125_A_1167	0.07487834990024567,0.06886255741119385,0.11732680350542068,0.09957585483789444,0.07289978116750717,0.18853235244750977
34896_0125_A_1168	0.07481047511100769,0.0688212513923645,0.11809206753969193,0.09972373396158218,0.07173661142587662,0.1882902979850769
34896_0125_A_1169	0.06864631175994873,0.07464286684989929,0.11139772087335587,0.09642835706472397,0.08558476716279984,0.1993567943572998
34896_0125_A_1170	0.07123471796512604,0.06310990452766418,0.11651162058115005,0.09777433425188065,0.06031755357980728,0.1946454644203186
34896_0125_A_1173	0.06524685025215149,0.06662625074386597,0.1070541962981224,0.09705985337495804,0.08099093288183212,0.19742801785469055
34896_0125_A_1174	0.0664471685886383,0.06459185481071472,0.10986851900815964,0.09796864539384842,0.07783067971467972,0.19694504141807556
34896_0125_A_1175	0.06669257581233978,0.06458356976509094,0.10939151793718338,0.09812485426664352,0.0782790258526802,0.1962827891111374
34896_0126_A_1176	0.06055312976241112,0.07242077589035034,0.11579006165266037,0.0990355834364891,0.08343768864870071,0.19996581971645355
34896_0126_A_1177	0.06055329367518425,0.07242071628570557,0.11578994244337082,0.09903561323881149,0.08343768864870071,0.19996577501296997
34896_0127_A_1178	0.07075461745262146,0.06724411249160767,0.11681493371725082,0.10158693045377731,0.0744202509522438,0.18929319083690643
34896_0127_A_1179	0.07084470987319946,0.06762111186981201,0.11652166396379471,0.10165037959814072,0.07456701248884201,0.1894395500421524
34896_0128_A_1180	0.07608164846897125,0.06481906771659851,0.10887926071882248,0.09920931607484818,0.08683133870363235,0.19620397686958313
34896_0128_A_1181	0.07629838585853577,0.06513866782188416,0.10904846340417862,0.09940581768751144,0.08651254326105118,0.19614964723587036
34896_0128_A_1182	0.06862801313400269,0.06802982091903687,0.11333950608968735,0.093357615172863,0.08307186514139175,0.19757239520549774
34896_0128_A_1183	0.06860876083374023,0.06808304786682129,0.11329630762338638,0.09336764365434647,0.08286730200052261,0.19774220883846283
34896_0128_A_1184	0.07146383821964264,0.06941556930541992,0.11338029056787491,0.09702038019895554,0.08455277234315872,0.1943509578704834
34896_0137_A_1213	0.06757202744483948,0.06935426592826843,0.11986390501260757,0.10187564045190811,0.07980672270059586,0.19108690321445465
34896_0137_A_1214	0.06749777495861053,0.06920930743217468,0.11990707367658615,0.10204196721315384,0.07988736778497696,0.19101592898368835
34896_0138_A_1215	0.07343354821205139,0.05992746725678444,0.11392106860876083,0.09866868704557419,0.08326651901006699,0.18382471799850464
34896_0139_A_1216	0.07588031888008118,0.07648429274559021,0.12207645922899246,0.09431955963373184,0.07410439103841782,0.18997371196746826
34896_0143_A_1223	0.07358235120773315,0.06413382291793823,0.1171848252415657,0.09602994471788406,0.08127180486917496,0.18388918042182922
34896_0143_A_1224	0.07349726557731628,0.06401523947715759,0.11707235127687454,0.09614323824644089,0.08131352812051773,0.18388114869594574
34896_0143_A_1225	0.07347439229488373,0.06443265080451965,0.11709410697221756,0.09610646218061447,0.08098266273736954,0.1840619295835495
34896_0143_A_1226	0.07920606434345245,0.06940877437591553,0.1176334097981453,0.10199057310819626,0.07709885388612747,0.18793782591819763
34896_0143_A_1227	0.07907772064208984,0.0694037675857544,0.1174825057387352,0.10217367857694626,0.0772121325135231,0.18793436884880066
34896_0143_A_1228	0.07896910607814789,0.06926301121711731,0.11756133288145065,0.10195287317037582,0.07709815353155136,0.18800237774848938
34896_0143_A_1230	0.06288257241249084,0.06429341435432434,0.12059903889894485,0.1008235439658165,0.07769662886857986,0.19169685244560242
34896_0144_A_1231	0.06314392387866974,0.07859620451927185,0.11712238937616348,0.10359828919172287,0.08079155534505844,0.19769863784313202
34896_0132_A_1198	0.07742679119110107,0.07228454947471619,0.11338009685277939,0.09831049293279648,0.08351171761751175,0.18905535340309143
34896_0133_A_1199	0.0691756010055542,0.0660310685634613,0.1253168284893036,0.0961465910077095,0.07719341665506363,0.191211998462677
34896_0134_A_1200	0.07342398166656494,0.06797027587890625,0.12552636861801147,0.09351978451013565,0.07951831072568893,0.19478699564933777
34896_0134_A_1201	0.073478564620018,0.06793493032455444,0.12552355229854584,0.09351588040590286,0.07964272052049637,0.19470807909965515
34896_0134_A_1202	0.08002787828445435,0.07060524821281433,0.11328873783349991,0.09409969300031662,0.07876718789339066,0.18566089868545532
34896_0134_A_1204	0.08454209566116333,0.06435686349868774,0.11846358329057693,0.10173017531633377,0.07306487113237381,0.18079696595668793
34896_0134_A_1205	0.0667288601398468,0.06513583660125732,0.11326668411493301,0.11067391186952591,0.07619651407003403,0.1883932650089264
34896_0136_A_1212	0.07302099466323853,0.07291632890701294,0.11003571003675461,0.09396377950906754,0.07551492005586624,0.18890003859996796
34896_0140_A_1218	0.0730246901512146,0.06655129790306091,0.10827868431806564,0.09797123819589615,0.08472252637147903,0.18837358057498932
34896_0141_A_1219	0.07333169877529144,0.06549137830734253,0.11054358631372452,0.09809411317110062,0.07834164053201675,0.19106289744377136
34896_0141_A_1220	0.07062149047851562,0.07134783267974854,0.11353468149900436,0.1028514876961708,0.08097729831933975,0.19132493436336517
34896_0141_A_1221	0.0726759135723114,0.06648993492126465,0.10781680792570114,0.10233303159475327,0.07783947139978409,0.18685699999332428
34896_0146_A_1234	0.07003366947174072,0.07078295946121216,0.11424561589956284,0.10252212733030319,0.07725495845079422,0.19172048568725586
34896_0146_A_1235	0.07167544960975647,0.06476894021034241,0.11073265224695206,0.10372600704431534,0.08020616322755814,0.1904338002204895
34896_0146_A_1236	0.07036343216896057,0.06632751226425171,0.10776477307081223,0.09558793157339096,0.08079539984464645,0.18626980483531952
34896_0146_A_1237	0.06878885626792908,0.06823232769966125,0.11583449691534042,0.10298988968133926,0.07354142516851425,0.18785570561885834
34896_0147_A_1238	0.06892178952693939,0.06323286890983582,0.10834494978189468,0.09978822618722916,0.0869084969162941,0.18815773725509644
34896_0147_A_1239	0.06505581736564636,0.06703346967697144,0.11877717822790146,0.1001155748963356,0.07515903562307358,0.19243097305297852
34896_0147_A_1240	0.0655333399772644,0.06677058339118958,0.11853792518377304,0.10042346268892288,0.0751912072300911,0.19209778308868408
34896_0147_A_1241	0.0718705803155899,0.06438183784484863,0.11491475254297256,0.09723279625177383,0.08266635984182358,0.19054177403450012
34896_0136_A_1209	0.07095925509929657,0.06604641675949097,0.1102818176150322,0.10475439578294754,0.07651931792497635,0.185194194316864
34896_0136_A_1210	0.07493804395198822,0.06343227624893188,0.11194343864917755,0.10341247171163559,0.07162950187921524,0.18443083763122559
34896_0148_A_1247	0.07114160060882568,0.06927022337913513,0.11202652007341385,0.09982065111398697,0.07260581105947495,0.1923251450061798
34896_0148_A_1248	0.07071641087532043,0.06921157240867615,0.11234364658594131,0.09982603043317795,0.07267821580171585,0.19211430847644806
34896_0149_A_1249	0.07178424298763275,0.06843352317810059,0.10850632935762405,0.10456869751214981,0.07155484706163406,0.1895810067653656
34896_0149_A_1250	0.07692751288414001,0.07060334086418152,0.11654239147901535,0.10169162601232529,0.07751781493425369,0.18667584657669067
34896_0149_A_1251	0.06911039352416992,0.062151286751031876,0.10870995372533798,0.09230785816907883,0.08025271445512772,0.1825859546661377
34896_0149_A_1252	0.07305030524730682,0.06476187705993652,0.12106197327375412,0.102255679666996,0.0742504671216011,0.1823011040687561
34896_0151_A_1266	0.06821441650390625,0.07093474268913269,0.11585690826177597,0.10071071237325668,0.07239288836717606,0.19505998492240906
34896_0152_A_1267	0.07889987528324127,0.06436276435852051,0.10743296891450882,0.09795305877923965,0.0754535123705864,0.1902105212211609
34896_0153_A_1269	0.08017656207084656,0.0655069649219513,0.10982874780893326,0.09276064485311508,0.07958681136369705,0.18430297076702118
34896_0153_A_1270	0.07420924305915833,0.07333651185035706,0.11152910441160202,0.10518033057451248,0.0760701522231102,0.18922357261180878
34896_0155_A_1273	0.06413832306861877,0.060926202684640884,0.11389998346567154,0.10447310656309128,0.0814933255314827,0.1857677549123764
34896_0147_A_1242	0.07204960286617279,0.06437656283378601,0.11471680551767349,0.09721242636442184,0.08275007456541061,0.19042730331420898
34896_0147_A_1243	0.07421791553497314,0.06168792024254799,0.10366436094045639,0.09458348900079727,0.08681931346654892,0.18719267845153809
34896_0147_A_1244	0.07467001676559448,0.06198391690850258,0.10353445261716843,0.09442461282014847,0.08638095110654831,0.18691228330135345
34896_0147_A_1245	0.07694068551063538,0.0634472668170929,0.10703911632299423,0.09869522601366043,0.08273418992757797,0.18662038445472717
34896_0147_A_1246	0.0772724449634552,0.06352335214614868,0.10703029483556747,0.09851736575365067,0.08284241706132889,0.1861073523759842
34896_0149_A_1253	0.07277029752731323,0.06451347470283508,0.1085716113448143,0.10710316151380539,0.06799153238534927,0.18506832420825958
34896_0149_A_1254	0.07288606464862823,0.0635596215724945,0.1082964763045311,0.10729745775461197,0.06866530328989029,0.18490129709243774
34896_0149_A_1255	0.07657426595687866,0.06779637932777405,0.1183130219578743,0.10047055035829544,0.07051805406808853,0.1892380714416504
34896_0149_A_1256	0.07664823532104492,0.06755414605140686,0.11808424443006516,0.10085255652666092,0.07068891078233719,0.18950873613357544
34896_0149_A_1257	0.06695802509784698,0.05893758311867714,0.11360735446214676,0.09759556502103806,0.07946816831827164,0.19603219628334045
34896_0149_A_1259	0.06219330057501793,0.0634625256061554,0.12011189013719559,0.11020504683256149,0.07029897719621658,0.18640707433223724
34896_0149_A_1261	0.06859634816646576,0.0656377375125885,0.11737754195928574,0.1021549329161644,0.07713813334703445,0.1820557713508606
34896_0149_A_1262	0.07468587160110474,0.06389996409416199,0.12156379967927933,0.09921624511480331,0.08008689433336258,0.18671084940433502
34896_0150_A_1263	0.06712199747562408,0.07026144862174988,0.11782536655664444,0.09810005873441696,0.07167834788560867,0.1956784725189209
34896_0151_A_1264	0.08102342486381531,0.07052147388458252,0.12008211761713028,0.095093734562397,0.07364527136087418,0.1851193606853485
34896_0151_A_1265	0.06887680292129517,0.06446468830108643,0.11755598336458206,0.10006802529096603,0.07535875588655472,0.19039620459079742
34896_0154_A_1271	0.07010462880134583,0.06926843523979187,0.1092650517821312,0.10871676355600357,0.07199201732873917,0.18978255987167358
34896_0154_A_1272	0.06998804211616516,0.06921294331550598,0.10954827815294266,0.10813861340284348,0.07233130186796188,0.18962210416793823
34896_0155_A_1274	0.06419366598129272,0.06076690927147865,0.11397836357355118,0.10444178432226181,0.0815446749329567,0.18562830984592438
34896_0155_A_1275	0.07352972030639648,0.0642925500869751,0.11012447625398636,0.10100198537111282,0.07402131706476212,0.18345661461353302
34896_0155_A_1276	0.06491130590438843,0.06694421172142029,0.1178852841258049,0.09762582927942276,0.07438915222883224,0.18755695223808289
34896_0157_A_1280	0.06677335500717163,0.06560897827148438,0.11386296898126602,0.10115552693605423,0.07237864285707474,0.19459712505340576
34896_0158_A_1282	0.07834179699420929,0.05858415737748146,0.10607125610113144,0.09891801327466965,0.07698453217744827,0.179994598031044
34896_0158_A_1283	0.07845203578472137,0.05804700031876564,0.1058112159371376,0.09943052381277084,0.07721326500177383,0.18010447919368744
34896_0158_A_1284	0.07459445297718048,0.07230043411254883,0.11357944458723068,0.09569264203310013,0.07691275328397751,0.19530226290225983
34896_0159_A_1285	0.07614049315452576,0.06988799571990967,0.10916651040315628,0.09311190992593765,0.08275366574525833,0.19370880722999573
34896_0159_A_1286	0.07398363947868347,0.0738430917263031,0.11201047152280807,0.099033422768116,0.06823054701089859,0.19874432682991028
34896_0160_A_1287	0.07074242830276489,0.06929832696914673,0.11074686795473099,0.09904136508703232,0.08026454597711563,0.18985843658447266
34896_0160_A_1288	0.07092928886413574,0.06864041090011597,0.11042279750108719,0.09945561736822128,0.08079729229211807,0.1893232762813568
34896_0160_A_1289	0.07062602043151855,0.06929242610931396,0.11080584675073624,0.09916242212057114,0.08012264221906662,0.18993878364562988
34896_0160_A_1290	0.07253286242485046,0.06939679384231567,0.11562841385602951,0.10271448642015457,0.07746728509664536,0.18505465984344482
34896_0160_A_1292	0.07667304575443268,0.07055303454399109,0.11103836447000504,0.10099086910486221,0.08149430900812149,0.19368605315685272
34896_0161_A_1293	0.06982375681400299,0.07441917061805725,0.11527641862630844,0.09440816193819046,0.0704362764954567,0.19602665305137634
34896_0161_A_1294	0.07084549963474274,0.07401114702224731,0.11745495349168777,0.10270469635725021,0.06187126785516739,0.1941438913345337
34896_0162_A_1295	0.0723055899143219,0.07444292306900024,0.1165328398346901,0.0937054380774498,0.07570766657590866,0.19346311688423157
34896_0162_A_1296	0.0763566642999649,0.06903854012489319,0.11007929593324661,0.10794424265623093,0.07836038619279861,0.18717771768569946
34896_0162_A_1297	0.07645165920257568,0.06921729445457458,0.11005259305238724,0.10809163004159927,0.0784270390868187,0.1869262456893921
34896_0162_A_1298	0.06848151981830597,0.06146496906876564,0.11624089628458023,0.10280812531709671,0.07635567337274551,0.18616066873073578
34896_0162_A_1299	0.06816419959068298,0.06172344461083412,0.11636336892843246,0.10323531180620193,0.07558459788560867,0.18639424443244934
34896_0162_A_1300	0.0685398280620575,0.06750360131263733,0.11190717667341232,0.10207120329141617,0.07208668440580368,0.18798351287841797
34896_0162_A_1301	0.06843671202659607,0.06694984436035156,0.11170230060815811,0.10271171480417252,0.07177556306123734,0.18812167644500732
34896_0162_A_1302	0.06957864761352539,0.06597980856895447,0.11067233234643936,0.10452296584844589,0.07695553451776505,0.18697862327098846
34896_0162_A_1303	0.07798632979393005,0.07194146513938904,0.11951295286417007,0.10059551149606705,0.0728631541132927,0.18583115935325623
34896_0162_A_1304	0.07733139395713806,0.07212018966674805,0.1195911392569542,0.10110374540090561,0.07268153876066208,0.18594777584075928
34896_0162_A_1305	0.07757306098937988,0.07170182466506958,0.11962626129388809,0.10163945704698563,0.07236618548631668,0.18594008684158325
34896_0162_A_1306	0.06836724281311035,0.061729077249765396,0.10606498271226883,0.10745147615671158,0.0755963996052742,0.1803010255098343
34896_0162_A_1307	0.06630675494670868,0.06877657771110535,0.11354909092187881,0.10600429028272629,0.06524144858121872,0.19124385714530945
34896_0162_A_1308	0.06855489313602448,0.07092124223709106,0.11104468256235123,0.10382906347513199,0.07773260027170181,0.18862460553646088
34896_0162_A_1309	0.06787171959877014,0.07071056962013245,0.11122322827577591,0.1051725521683693,0.07698030024766922,0.18881037831306458
34896_0162_A_1310	0.07084910571575165,0.06771913170814514,0.11400622874498367,0.10721869021654129,0.07138518244028091,0.1902705729007721
34896_0162_A_1311	0.07051083445549011,0.06929755210876465,0.11442471295595169,0.10622257739305496,0.0707789734005928,0.19185905158519745
34896_0162_A_1313	0.06714566051959991,0.06320196390151978,0.11332876235246658,0.10325943678617477,0.07937223464250565,0.18665629625320435
34896_0162_A_1314	0.06720393896102905,0.06326860189437866,0.1133475974202156,0.10330469161272049,0.07941103726625443,0.18650966882705688
34896_0162_A_1315	0.07082678377628326,0.07561454176902771,0.11348491162061691,0.10019189864397049,0.07235453277826309,0.1939747929573059
34896_0162_A_1316	0.06940431892871857,0.07521241903305054,0.11358574777841568,0.10130954533815384,0.07162363082170486,0.19486059248447418
34896_0162_A_1317	0.08057482540607452,0.06713804602622986,0.1185511127114296,0.10424873977899551,0.07562590390443802,0.18729731440544128
34896_0162_A_1318	0.080306276679039,0.06779143214225769,0.1182730570435524,0.10425405949354172,0.07513228803873062,0.18754102289676666
34896_0162_A_1319	0.07921478152275085,0.06720435619354248,0.10933908075094223,0.10291517525911331,0.08142346888780594,0.1899251788854599
34896_0164_A_1321	0.07232141494750977,0.0673636794090271,0.10915913432836533,0.10080090910196304,0.0717577114701271,0.19662730395793915
34896_0165_A_1322	0.07010199129581451,0.06503313779830933,0.11957710236310959,0.1020573154091835,0.08113173395395279,0.18496336042881012
34896_0166_A_1323	0.06898579001426697,0.06845903396606445,0.11408746987581253,0.09840738028287888,0.06870714575052261,0.19196927547454834
34896_0166_A_1325	0.07219815254211426,0.07434487342834473,0.11110638827085495,0.09349790960550308,0.07547151297330856,0.1927424669265747
34896_0166_A_1327	0.06804682314395905,0.07028257846832275,0.11384864896535873,0.09988991171121597,0.07263333350419998,0.19656403362751007
34896_0166_A_1328	0.06408637762069702,0.07387217879295349,0.11535852402448654,0.10244890302419662,0.0758129432797432,0.19490519165992737
34896_0166_A_1329	0.06244800612330437,0.07348009943962097,0.11362310498952866,0.09708689898252487,0.07730764895677567,0.19983142614364624
34896_0167_A_1330	0.06985826790332794,0.06666731834411621,0.11389631778001785,0.10297533124685287,0.07998577505350113,0.19211925566196442
34896_0167_A_1331	0.07035194337368011,0.06662106513977051,0.11388706415891647,0.10275115817785263,0.0801675096154213,0.19201377034187317
34896_0168_A_1332	0.06580153107643127,0.07405200600624084,0.11700806766748428,0.10012020915746689,0.08434245735406876,0.20310676097869873
34896_0169_A_1333	0.06530971825122833,0.06717592477798462,0.11469479650259018,0.09652077406644821,0.07724166661500931,0.19720321893692017
34896_0169_A_1334	0.06530405580997467,0.06708401441574097,0.11471157521009445,0.09615395218133926,0.07790923863649368,0.19681838154792786
34896_0169_A_1335	0.06553694605827332,0.06771758198738098,0.11577684432268143,0.10127874463796616,0.0799250528216362,0.1939108967781067
34896_0173_A_1360	0.0673113465309143,0.066581130027771,0.11006400734186172,0.10501416772603989,0.07903031259775162,0.1824341118335724
34896_0173_A_1361	0.07295668125152588,0.06220773234963417,0.11734775453805923,0.10352019220590591,0.07274719327688217,0.184329092502594
34896_0175_A_1363	0.07164779305458069,0.06837296485900879,0.10827828198671341,0.10181190818548203,0.08045167475938797,0.19084958732128143
34896_0175_A_1364	0.07198654115200043,0.06826967000961304,0.10832291096448898,0.10132252424955368,0.0808977261185646,0.19052265584468842
34896_0175_A_1365	0.07035082578659058,0.08038759231567383,0.12158460170030594,0.10748768597841263,0.0731891468167305,0.1943320333957672
34896_0175_A_1366	0.07044486701488495,0.08047106862068176,0.12164539843797684,0.1075146421790123,0.07305853813886642,0.19426992535591125
34896_0175_A_1367	0.06881769001483917,0.060802850872278214,0.11379864066839218,0.09704894572496414,0.08189014345407486,0.19081175327301025
34896_0175_A_1368	0.06843641400337219,0.06167137995362282,0.11394628137350082,0.09586799889802933,0.08302495628595352,0.19090530276298523
34896_0175_A_1369	0.06855630874633789,0.07504719495773315,0.11101985722780228,0.10088767856359482,0.072481669485569,0.1928221881389618
34896_0176_A_1371	0.06909263134002686,0.06418445706367493,0.1181178167462349,0.09920256584882736,0.07706276327371597,0.18819773197174072
34896_0177_A_1372	0.07744674384593964,0.06867903470993042,0.11036863178014755,0.10514289885759354,0.08105585724115372,0.1874692440032959
34896_0177_A_1373	0.07214510440826416,0.06638315320014954,0.11485052853822708,0.09722820669412613,0.08162664622068405,0.19136753678321838
34896_0177_A_1374	0.06697772443294525,0.06937259435653687,0.11663209646940231,0.10005149990320206,0.07547277957201004,0.19191835820674896
34896_0171_A_1338	0.07724419236183167,0.07443341612815857,0.11084779351949692,0.09745097905397415,0.07323680073022842,0.19728043675422668
34896_0171_A_1339	0.07755692303180695,0.07434189319610596,0.11079128831624985,0.09724465757608414,0.07337931543588638,0.19703471660614014
34896_0171_A_1340	0.0724242627620697,0.06643560528755188,0.11103292554616928,0.10242011398077011,0.07938631623983383,0.18800626695156097
34896_0171_A_1341	0.0721360445022583,0.0712977945804596,0.10790105909109116,0.10619413107633591,0.07667671889066696,0.18979966640472412
34896_0171_A_1342	0.08038060367107391,0.07426366209983826,0.11887387186288834,0.09921973198652267,0.0775802955031395,0.18775680661201477
34896_0171_A_1343	0.07391244173049927,0.06933146715164185,0.11109209805727005,0.10368546098470688,0.07237876206636429,0.18287618458271027
34896_0171_A_1344	0.07864920794963837,0.07690384984016418,0.11486951261758804,0.09679021686315536,0.0822296068072319,0.19265881180763245
34896_0171_A_1345	0.06253351271152496,0.06697523593902588,0.11596978455781937,0.10534293204545975,0.08104415982961655,0.19140969216823578
34896_0171_A_1346	0.07670988142490387,0.06776678562164307,0.11284800618886948,0.10988513380289078,0.07883200794458389,0.18395772576332092
34896_0171_A_1347	0.07119329273700714,0.0719919502735138,0.1206117644906044,0.10930771380662918,0.07103527337312698,0.18438395857810974
34896_0171_A_1348	0.07581497728824615,0.06933167576789856,0.12049413472414017,0.09745477885007858,0.08455822616815567,0.191344752907753
34896_0171_A_1349	0.0736653208732605,0.060927633196115494,0.11921866983175278,0.10999719053506851,0.07627061754465103,0.18016117811203003
34896_0171_A_1350	0.07072117924690247,0.060639772564172745,0.11587630957365036,0.09277071803808212,0.07466871291399002,0.19301246106624603
34896_0171_A_1351	0.06963786482810974,0.061284784227609634,0.11638195067644119,0.09184183925390244,0.07510397583246231,0.19324667751789093
34896_0171_A_1352	0.07336774468421936,0.07041028141975403,0.10918764024972916,0.10841967910528183,0.0801270380616188,0.18560416996479034
34896_0172_A_1353	0.07385969161987305,0.06709018349647522,0.11537151783704758,0.09292153269052505,0.08507714420557022,0.1943737417459488
34896_0172_A_1354	0.07405310869216919,0.06708744168281555,0.11546226590871811,0.09284556657075882,0.08515328913927078,0.19421862065792084
34896_0173_A_1355	0.07693478465080261,0.06663429737091064,0.11072548478841782,0.10183336585760117,0.08041184395551682,0.19003155827522278
34896_0173_A_1356	0.07714341580867767,0.06654509902000427,0.11070842295885086,0.10153859108686447,0.08066428452730179,0.18983572721481323
34896_0173_A_1357	0.07365313172340393,0.06814154982566833,0.11209797114133835,0.09745345264673233,0.0714215412735939,0.18827509880065918
34896_0173_A_1358	0.07414917647838593,0.06271892786026001,0.11598659306764603,0.09999733418226242,0.07206837087869644,0.18261317908763885
34896_0173_A_1359	0.0673564225435257,0.06659296154975891,0.1099209114909172,0.10478513687849045,0.0791105255484581,0.18237906694412231
34896_0178_A_1376	0.06704628467559814,0.06821101903915405,0.11305000633001328,0.09974192827939987,0.08463346213102341,0.19719365239143372
34896_0179_A_1377	0.06556381285190582,0.06996363401412964,0.12171859294176102,0.10155241936445236,0.07894907146692276,0.19496475160121918
34896_0179_A_1378	0.07160642743110657,0.07365819811820984,0.11542875319719315,0.09332335740327835,0.08472899347543716,0.19757942855358124
34896_0179_A_1379	0.07157737016677856,0.07342848181724548,0.11506900936365128,0.09343167394399643,0.08502127975225449,0.19756801426410675
34896_0179_A_1380	0.07157675921916962,0.07365816831588745,0.11530987173318863,0.09326270967721939,0.0847947970032692,0.1976621150970459
34896_0180_A_1382	0.06309892237186432,0.06746244430541992,0.11098501831293106,0.0972890630364418,0.08864707499742508,0.1854478418827057
34898_0002_A_6	0.07179826498031616,0.06870883703231812,0.11522220820188522,0.10348445922136307,0.08140330761671066,0.19030947983264923
34898_0002_A_5	0.0709880143404007,0.06782129406929016,0.1108524426817894,0.10663444548845291,0.08054887503385544,0.19026966392993927
34898_0002_A_10	0.0697571337223053,0.06912389397621155,0.11052695661783218,0.1008329764008522,0.07751788944005966,0.1860107034444809
34898_0002_A_7	0.07228094339370728,0.06818962097167969,0.11499140411615372,0.10430308431386948,0.08177509158849716,0.19022084772586823
34898_0002_A_8	0.07553458213806152,0.06611117720603943,0.11487073451280594,0.09914156049489975,0.0740591362118721,0.18356385827064514
34898_0002_A_4	0.07130305469036102,0.07060635089874268,0.11974778026342392,0.10417119413614273,0.08310634642839432,0.19446605443954468
34898_0002_A_9	0.07528078556060791,0.0650419294834137,0.11323771625757217,0.10073363035917282,0.08086699992418289,0.18292610347270966
34898_0002_A_11	0.06996072828769684,0.06903177499771118,0.1186346486210823,0.1089819148182869,0.07555746287107468,0.18899819254875183
34898_0002_A_12	0.0633036345243454,0.06764331459999084,0.1242527887225151,0.10129869729280472,0.08160888403654099,0.19166353344917297
34898_0002_A_14	0.06607429683208466,0.07220891118049622,0.11580776423215866,0.10442342609167099,0.07108233124017715,0.18378086388111115
34898_0002_A_19	0.07214243710041046,0.06891056895256042,0.10828521102666855,0.1033109501004219,0.07356943935155869,0.1840974986553192
34898_0002_A_20	0.06923706829547882,0.07129275798797607,0.10963740199804306,0.09824074059724808,0.0817081555724144,0.19172032177448273
34898_0002_A_21	0.06955181062221527,0.0705767273902893,0.10910750180482864,0.09900014847517014,0.08224356919527054,0.19194510579109192
34898_0002_A_13	0.07002317905426025,0.07131174206733704,0.11039788275957108,0.11033590883016586,0.07842757552862167,0.191503643989563
34898_0002_A_16	0.07253818213939667,0.06674590706825256,0.11238428205251694,0.10209625214338303,0.07751937955617905,0.18494078516960144
34898_0002_A_22	0.07465139031410217,0.056655559688806534,0.10806991904973984,0.10658130794763565,0.07421553879976273,0.1804104447364807
34898_0002_A_27	0.06858165562152863,0.06741747260093689,0.11685606092214584,0.10034792870283127,0.06864804774522781,0.18877370655536652
34898_0002_A_28	0.06694367527961731,0.06841054558753967,0.11913000792264938,0.10906820744276047,0.0666964128613472,0.1864064633846283
34898_0002_A_24	0.06793347001075745,0.07459542155265808,0.11151697486639023,0.10206039994955063,0.08324066549539566,0.19600006937980652
34898_0002_A_30	0.0748385488986969,0.0700174868106842,0.11757300049066544,0.09337467700242996,0.07632187753915787,0.18951761722564697
34898_0002_A_23	0.06713391840457916,0.07529538869857788,0.11271721869707108,0.10111089795827866,0.08183153718709946,0.19566437602043152
34898_0002_A_25	0.07657414674758911,0.06504887342453003,0.11843127757310867,0.09384087473154068,0.07966048270463943,0.18404237926006317
34898_0002_A_26	0.05850748345255852,0.0726710855960846,0.12230809777975082,0.09012522548437119,0.06736636906862259,0.19533579051494598
34898_0002_A_31	0.06421011686325073,0.0661257803440094,0.1262894868850708,0.09359455853700638,0.07435024529695511,0.191606342792511
34898_0002_A_34	0.06616990268230438,0.06348663568496704,0.11491227895021439,0.09920782595872879,0.06313855201005936,0.18832364678382874
34898_0002_A_37	0.07050777971744537,0.06748294830322266,0.11421526223421097,0.10130233317613602,0.07648415118455887,0.19461582601070404
34898_0002_A_36	0.06957386434078217,0.06760698556900024,0.10775022953748703,0.10382509976625443,0.0728241577744484,0.19019067287445068
34898_0002_A_32	0.06666117906570435,0.06507465243339539,0.1131635382771492,0.09883967787027359,0.061653949320316315,0.1864197552204132
34898_0002_A_35	0.06916315853595734,0.06263285875320435,0.1212468221783638,0.10220041126012802,0.07378710061311722,0.1879304200410843
34898_0002_A_33	0.0700494647026062,0.062454793602228165,0.11483616381883621,0.09814039617776871,0.06862177699804306,0.18225552141666412
34898_0002_A_40	0.06693266332149506,0.07558360695838928,0.12002909928560257,0.1007477417588234,0.06388094276189804,0.19176310300827026
34898_0002_A_45	0.07661169767379761,0.07042133808135986,0.11760922521352768,0.10113561898469925,0.07175568491220474,0.18287017941474915
34898_0002_A_41	0.06308723986148834,0.07393583655357361,0.11590374261140823,0.10647755116224289,0.0715281143784523,0.1990501433610916
34898_0002_A_43	0.07627134025096893,0.06720516085624695,0.11455149203538895,0.10234513133764267,0.076219342648983,0.18483097851276398
34898_0002_A_44	0.07512342929840088,0.06843540072441101,0.10876458138227463,0.10338311642408371,0.08338677138090134,0.18924570083618164
34898_0002_A_47	0.06125872954726219,0.07154834270477295,0.10942856222391129,0.1058327779173851,0.06889129430055618,0.19704267382621765
34898_0002_A_49	0.06146227940917015,0.062404219061136246,0.11290717869997025,0.09627022594213486,0.07583985477685928,0.18847621977329254
34898_0002_A_53	0.06685441732406616,0.07062211632728577,0.11102763563394547,0.1006963774561882,0.07553834468126297,0.1967402547597885
34898_0002_A_56	0.06687107682228088,0.07007423043251038,0.1170484647154808,0.09847701340913773,0.0777914896607399,0.1934676468372345
34898_0002_A_54	0.0639239102602005,0.07378789782524109,0.11447180062532425,0.09738612920045853,0.08544657379388809,0.19597318768501282
34898_0002_A_55	0.07275310158729553,0.07466009259223938,0.11357984691858292,0.09950890392065048,0.07083211094141006,0.18735371530056
